DAY_TYPE,TIME_PER_HOUR,ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS
WEEKDAY,16,Sengkang,Kovan,1470
WEEKDAY,11,Hougang,Sengkang,1469
WEEKDAY,17,Boon Keng,Kovan,1469
WEEKDAY,19,Farrer Park,Sengkang,1468
WEEKDAY,20,Farrer Park,Sengkang,1468
WEEKDAY,19,HarbourFront,Serangoon,1466
WEEKDAY,18,Buangkok,Punggol,1466
WEEKDAY,19,Serangoon,Boon Keng,1465
WEEKDAY,19,HarbourFront,Punggol,1464
WEEKDAY,17,Kovan,Serangoon,1460
WEEKDAY,14,Kovan,Punggol,1458
WEEKDAY,17,Clarke Quay,Serangoon,1457
WEEKDAY,11,Hougang,Serangoon,1457
WEEKDAY,12,Little India,Boon Keng,1456
WEEKDAY,7,Boon Keng,Little India,1456
WEEKDAY,20,Chinatown,Boon Keng,1454
WEEKDAY,9,Sengkang,Farrer Park,1449
WEEKDAY,20,Dhoby Ghaut,Farrer Park,1444
WEEKDAY,11,Serangoon,Chinatown,1444
WEEKDAY,10,Hougang,Punggol,1437
WEEKDAY,15,Serangoon,Kovan,1436
WEEKDAY,17,Outram Park,Kovan,1436
WEEKDAY,8,Kovan,Little India,1435
WEEKDAY,8,Boon Keng,Farrer Park,1435
WEEKDAY,9,Boon Keng,Clarke Quay,1435
WEEKDAY,15,Serangoon,Potong Pasir,1435
WEEKDAY,17,Outram Park,Dhoby Ghaut,1433
WEEKDAY,19,Dhoby Ghaut,Buangkok,1430
WEEKDAY,13,Outram Park,Chinatown,1429
WEEKDAY,10,Hougang,Farrer Park,1428
WEEKDAY,20,Sengkang,Buangkok,1427
WEEKDAY,13,Serangoon,Kovan,1427
WEEKDAY,10,Hougang,Serangoon,1427
WEEKDAY,14,Serangoon,Kovan,1427
WEEKDAY,15,Kovan,Punggol,1427
WEEKDAY,20,HarbourFront,Sengkang,1426
WEEKDAY,16,Serangoon,Kovan,1426
WEEKDAY,9,Punggol,Kovan,1426
WEEKDAY,18,Hougang,Farrer Park,1425
WEEKDAY,7,Kovan,HarbourFront,1423
WEEKDAY,12,Boon Keng,Little India,1422
WEEKDAY,16,Sengkang,Serangoon,1417
WEEKDAY,7,Hougang,Kovan,1416
WEEKDAY,10,Kovan,Sengkang,1416
WEEKDAY,19,Outram Park,Hougang,1415
WEEKDAY,17,Serangoon,Buangkok,1413
WEEKDAY,14,Sengkang,Kovan,1412
WEEKDAY,8,Little India,Outram Park,1411
WEEKDAY,17,Punggol,Serangoon,1410
WEEKDAY,17,Serangoon,Potong Pasir,1410
WEEKDAY,19,Serangoon,Potong Pasir,1409
WEEKDAY,16,Chinatown,Sengkang,1408
WEEKDAY,18,Chinatown,Little India,1404
WEEKDAY,17,Dhoby Ghaut,Farrer Park,1404
WEEKDAY,18,Little India,Farrer Park,1404
WEEKDAY,16,Boon Keng,Serangoon,1403
WEEKDAY,18,Dhoby Ghaut,Chinatown,1401
WEEKDAY,19,Kovan,Serangoon,1401
WEEKDAY,12,Punggol,Hougang,1399
WEEKDAY,21,Sengkang,Hougang,1399
WEEKDAY,10,Hougang,Dhoby Ghaut,1398
WEEKDAY,20,Boon Keng,Hougang,1397
WEEKDAY,13,Farrer Park,Potong Pasir,1395
WEEKDAY,11,Boon Keng,Little India,1393
WEEKDAY,13,Chinatown,Little India,1393
WEEKDAY,11,Kovan,Serangoon,1390
WEEKDAY,19,Sengkang,Serangoon,1390
WEEKDAY,21,Serangoon,Buangkok,1390
WEEKDAY,9,Hougang,Boon Keng,1389
WEEKDAY,15,Chinatown,Serangoon,1388
WEEKDAY,15,Boon Keng,Serangoon,1387
WEEKDAY,7,Kovan,Chinatown,1386
WEEKDAY,16,Chinatown,Hougang,1383
WEEKDAY,21,Chinatown,Hougang,1379
WEEKDAY,12,Boon Keng,Chinatown,1379
WEEKDAY,19,Potong Pasir,Hougang,1378
WEEKDAY,22,Punggol,Hougang,1377
WEEKDAY,10,Hougang,Sengkang,1377
WEEKDAY,16,Little India,Sengkang,1376
WEEKDAY,15,Chinatown,Sengkang,1376
WEEKDAY,9,Sengkang,Serangoon,1376
WEEKDAY,19,Hougang,Buangkok,1375
WEEKDAY,19,Boon Keng,Buangkok,1374
WEEKDAY,14,Buangkok,Sengkang,1373
WEEKDAY,9,Kovan,Chinatown,1372
WEEKDAY,9,Serangoon,Dhoby Ghaut,1370
WEEKDAY,7,Buangkok,Sengkang,1369
WEEKDAY,20,Chinatown,Farrer Park,1368
WEEKDAY,14,Kovan,Serangoon,1365
WEEKDAY,9,Hougang,Outram Park,1361
WEEKDAY,13,Boon Keng,Serangoon,1359
WEEKDAY,19,HarbourFront,Chinatown,1358
WEEKDAY,16,Potong Pasir,Serangoon,1355
WEEKDAY,11,Little India,Farrer Park,1355
WEEKDAY,22,Farrer Park,Hougang,1354
WEEKDAY,18,Hougang,Boon Keng,1352
WEEKDAY,16,Boon Keng,Sengkang,1351
WEEKDAY,11,Boon Keng,Serangoon,1349
WEEKDAY,7,Buangkok,HarbourFront,1348
WEEKDAY,17,Punggol,Buangkok,1347
WEEKDAY,9,Sengkang,Hougang,1347
WEEKDAY,7,Kovan,Woodleigh,1347
WEEKDAY,20,Serangoon,Kovan,1347
WEEKDAY,6,Sengkang,Kovan,1346
WEEKDAY,19,Chinatown,Kovan,1346
WEEKDAY,15,Sengkang,Kovan,1346
WEEKDAY,22,Serangoon,Sengkang,1345
WEEKDAY,9,Serangoon,Little India,1338
WEEKDAY,7,Farrer Park,Serangoon,1338
WEEKDAY,18,Punggol,Buangkok,1336
WEEKDAY,17,Outram Park,Little India,1335
WEEKDAY,8,Kovan,Boon Keng,1335
WEEKDAY,17,Chinatown,Kovan,1335
WEEKDAY,8,Hougang,Serangoon,1333
WEEKDAY,18,Clarke Quay,Boon Keng,1333
WEEKDAY,8,Potong Pasir,Little India,1332
WEEKDAY,18,Woodleigh,Punggol,1329
WEEKDAY,15,Hougang,Kovan,1327
WEEKDAY,6,Punggol,Outram Park,1325
WEEKDAY,19,Boon Keng,Kovan,1325
WEEKDAY,13,Serangoon,Punggol,1325
WEEKDAY,13,Potong Pasir,Boon Keng,1323
WEEKDAY,18,Dhoby Ghaut,Potong Pasir,1321
WEEKDAY,22,Sengkang,Punggol,1321
WEEKDAY,6,Hougang,Sengkang,1321
WEEKDAY,10,Serangoon,Farrer Park,1320
WEEKDAY,20,Serangoon,Boon Keng,1319
WEEKDAY,12,Kovan,Hougang,1317
WEEKDAY,18,Little India,Chinatown,1317
WEEKDAY,7,Punggol,Farrer Park,1316
WEEKDAY,17,Boon Keng,Buangkok,1316
WEEKDAY,8,Dhoby Ghaut,Chinatown,1315
WEEKDAY,10,Sengkang,Serangoon,1311
WEEKDAY,15,Potong Pasir,Serangoon,1310
WEEKDAY,21,Farrer Park,Potong Pasir,1308
WEEKDAY,16,Serangoon,Boon Keng,1304
WEEKDAY,16,Dhoby Ghaut,Farrer Park,1304
WEEKDAY,9,Punggol,Clarke Quay,1303
WEEKDAY,7,Buangkok,Chinatown,1303
WEEKDAY,18,Punggol,Kovan,1303
WEEKDAY,18,Potong Pasir,Buangkok,1302
WEEKDAY,11,Kovan,Punggol,1301
WEEKDAY,17,Outram Park,Boon Keng,1301
WEEKDAY,21,Chinatown,Sengkang,1300
WEEKDAY,20,Boon Keng,Farrer Park,1299
WEEKDAY,6,Hougang,Punggol,1298
WEEKDAY,20,Clarke Quay,Serangoon,1297
WEEKDAY,13,Buangkok,Punggol,1296
WEEKDAY,10,Punggol,Chinatown,1296
WEEKDAY,19,Buangkok,Sengkang,1292
WEEKDAY,18,Potong Pasir,Kovan,1292
WEEKDAY,18,Boon Keng,Dhoby Ghaut,1292
WEEKDAY,9,Punggol,Little India,1285
WEEKDAY,16,Kovan,Hougang,1285
WEEKDAY,15,Kovan,Hougang,1284
WEEKDAY,8,Potong Pasir,Clarke Quay,1283
WEEKDAY,8,Hougang,Woodleigh,1283
WEEKDAY,13,Little India,Farrer Park,1281
WEEKDAY,20,Sengkang,Hougang,1280
WEEKDAY,20,Little India,Serangoon,1279
WEEKDAY,20,Clarke Quay,Hougang,1279
WEEKDAY,8,Kovan,Dhoby Ghaut,1277
WEEKDAY,16,Kovan,Serangoon,1276
WEEKDAY,19,Punggol,Buangkok,1275
WEEKDAY,6,Serangoon,HarbourFront,1274
WEEKDAY,13,Boon Keng,Chinatown,1273
WEEKDAY,13,Serangoon,Potong Pasir,1272
WEEKDAY,15,Dhoby Ghaut,Sengkang,1272
WEEKDAY,9,Kovan,Sengkang,1271
WEEKDAY,18,Kovan,Buangkok,1271
WEEKDAY,18,Farrer Park,Punggol,1271
WEEKDAY,11,Sengkang,Hougang,1271
WEEKDAY,7,Farrer Park,Boon Keng,1269
WEEKDAY,12,HarbourFront,Chinatown,1268
WEEKDAY,11,Sengkang,Chinatown,1267
WEEKDAY,12,Punggol,Serangoon,1266
WEEKDAY,15,Buangkok,Sengkang,1265
WEEKDAY,11,Sengkang,Kovan,1261
WEEKDAY,8,Punggol,Woodleigh,1260
WEEKDAY,21,Little India,Sengkang,1259
WEEKDAY,8,Buangkok,Dhoby Ghaut,1258
WEEKDAY,15,Kovan,Serangoon,1258
WEEKDAY,13,Dhoby Ghaut,Clarke Quay,1255
WEEKDAY,14,Chinatown,Outram Park,1254
WEEKDAY,16,Kovan,Punggol,1254
WEEKDAY,20,Kovan,Punggol,1253
WEEKDAY,7,Kovan,Little India,1251
WEEKDAY,12,Serangoon,Sengkang,1251
WEEKDAY,17,Dhoby Ghaut,Boon Keng,1250
WEEKDAY,11,Buangkok,Sengkang,1248
WEEKDAY,13,Punggol,Serangoon,1248
WEEKDAY,6,Hougang,Dhoby Ghaut,1247
WEEKDAY,8,Hougang,Sengkang,1247
WEEKDAY,17,Little India,Buangkok,1245
WEEKDAY,6,Serangoon,Boon Keng,1245
WEEKDAY,8,Farrer Park,Outram Park,1244
WEEKDAY,16,Hougang,Serangoon,1244
WEEKDAY,10,Hougang,Little India,1243
WEEKDAY,17,Little India,Kovan,1242
WEEKDAY,11,Little India,Chinatown,1242
WEEKDAY,7,Buangkok,Kovan,1241
WEEKDAY,15,Serangoon,Boon Keng,1241
WEEKDAY,13,Potong Pasir,Serangoon,1239
WEEKDAY,16,Potong Pasir,Sengkang,1239
WEEKDAY,14,Serangoon,Boon Keng,1235
WEEKDAY,7,Serangoon,Farrer Park,1234
WEEKDAY,8,Little India,Chinatown,1234
WEEKDAY,12,Sengkang,Kovan,1231
WEEKDAY,19,Clarke Quay,Farrer Park,1229
WEEKDAY,20,Clarke Quay,Sengkang,1228
WEEKDAY,18,Kovan,Farrer Park,1228
WEEKDAY,9,Boon Keng,Outram Park,1228
WEEKDAY,21,Hougang,Punggol,1227
WEEKDAY,19,Hougang,Kovan,1227
WEEKDAY,6,Punggol,HarbourFront,1226
WEEKDAY,21,Clarke Quay,Hougang,1225
WEEKDAY,15,Dhoby Ghaut,Serangoon,1223
WEEKDAY,20,Punggol,Buangkok,1223
WEEKDAY,9,Punggol,Boon Keng,1220
WEEKDAY,10,Hougang,Kovan,1220
WEEKDAY,12,Sengkang,Buangkok,1219
WEEKDAY,18,Serangoon,Little India,1219
WEEKDAY,13,Kovan,Hougang,1219
WEEKDAY,9,Punggol,Hougang,1218
WEEKDAY,14,Potong Pasir,Boon Keng,1217
WEEKDAY,14,Kovan,Hougang,1217
WEEKDAY,7,Boon Keng,Chinatown,1215
WEEKDAY,19,Clarke Quay,Kovan,1214
WEEKDAY,13,Sengkang,Kovan,1212
WEEKDAY,16,Buangkok,Sengkang,1211
WEEKDAY,18,Boon Keng,Chinatown,1211
WEEKDAY,11,Punggol,Serangoon,1210
WEEKDAY,13,Serangoon,Boon Keng,1208
WEEKDAY,16,Outram Park,Sengkang,1208
WEEKDAY,20,Farrer Park,Potong Pasir,1206
WEEKDAY,17,Outram Park,Buangkok,1206
WEEKDAY,10,Sengkang,Hougang,1206
WEEKDAY,22,Farrer Park,Serangoon,1206
WEEKDAY,12,Chinatown,Little India,1205
WEEKDAY,13,Dhoby Ghaut,Chinatown,1203
WEEKDAY,18,Woodleigh,Hougang,1203
WEEKDAY,10,Kovan,Punggol,1201
WEEKDAY,18,Farrer Park,Dhoby Ghaut,1200
WEEKDAY,17,Hougang,Kovan,1200
WEEKDAY,20,Serangoon,Potong Pasir,1200
WEEKDAY,14,Serangoon,Potong Pasir,1200
WEEKDAY,9,Hougang,Potong Pasir,1198
WEEKDAY,11,Potong Pasir,Serangoon,1198
WEEKDAY,16,HarbourFront,Chinatown,1197
WEEKDAY,9,Hougang,Serangoon,1194
WEEKDAY,9,Sengkang,Outram Park,1194
WEEKDAY,21,Punggol,Buangkok,1193
WEEKDAY,19,Buangkok,Punggol,1193
WEEKDAY,14,Chinatown,Serangoon,1192
WEEKDAY,14,Boon Keng,Serangoon,1191
WEEKDAY,14,Hougang,Kovan,1191
WEEKDAY,8,Kovan,HarbourFront,1190
WEEKDAY,7,Farrer Park,Outram Park,1190
WEEKDAY,9,Hougang,Kovan,1189
WEEKDAY,12,Serangoon,Chinatown,1188
WEEKDAY,19,Chinatown,Dhoby Ghaut,1187
WEEKDAY,10,Buangkok,Sengkang,1187
WEEKDAY,14,Farrer Park,Little India,1186
WEEKDAY,7,Kovan,Boon Keng,1184
WEEKDAY,12,Kovan,Punggol,1183
WEEKDAY,18,Little India,Dhoby Ghaut,1183
WEEKDAY,17,Dhoby Ghaut,Chinatown,1182
WEEKDAY,10,Sengkang,Little India,1182
WEEKDAY,16,Punggol,Buangkok,1179
WEEKDAY,15,Dhoby Ghaut,Farrer Park,1179
WEEKDAY,6,Boon Keng,Serangoon,1175
WEEKDAY,17,Buangkok,Punggol,1175
WEEKDAY,13,Little India,Chinatown,1173
WEEKDAY,7,Potong Pasir,Outram Park,1173
WEEKDAY,19,HarbourFront,Farrer Park,1171
WEEKDAY,6,Serangoon,Outram Park,1170
WEEKDAY,16,Dhoby Ghaut,Punggol,1170
WEEKDAY,21,Little India,Hougang,1169
WEEKDAY,16,Serangoon,Potong Pasir,1168
WEEKDAY,17,Hougang,Buangkok,1166
WEEKDAY,21,Dhoby Ghaut,Farrer Park,1166
WEEKDAY,16,Chinatown,Boon Keng,1166
WEEKDAY,8,Buangkok,Farrer Park,1165
WEEKDAY,13,Serangoon,Chinatown,1165
WEEKDAY,18,Farrer Park,Kovan,1164
WEEKDAY,13,Kovan,Punggol,1162
WEEKDAY,7,Farrer Park,HarbourFront,1162
WEEKDAY,17,Potong Pasir,Farrer Park,1159
WEEKDAY,20,Kovan,Hougang,1159
WEEKDAY,10,Punggol,Kovan,1158
WEEKDAY,12,Potong Pasir,Serangoon,1157
WEEKDAY,9,Punggol,Serangoon,1155
WEEKDAY,21,Chinatown,Boon Keng,1155
WEEKDAY,8,Kovan,Potong Pasir,1154
WEEKDAY,18,Chinatown,Potong Pasir,1154
WEEKDAY,16,Outram Park,Serangoon,1153
WEEKDAY,17,Woodleigh,Sengkang,1153
WEEKDAY,18,Little India,Boon Keng,1151
WEEKDAY,21,Kovan,Hougang,1149
WEEKDAY,19,Kovan,Buangkok,1149
WEEKDAY,17,Little India,Farrer Park,1147
WEEKDAY,12,Serangoon,Kovan,1147
WEEKDAY,12,Clarke Quay,Dhoby Ghaut,1144
WEEKDAY,10,Kovan,Hougang,1144
WEEKDAY,19,Punggol,Serangoon,1144
WEEKDAY,20,Chinatown,Kovan,1144
WEEKDAY,16,Farrer Park,Serangoon,1143
WEEKDAY,9,Hougang,Sengkang,1142
WEEKDAY,10,Punggol,Hougang,1141
WEEKDAY,18,Boon Keng,Little India,1140
WEEKDAY,11,Farrer Park,Boon Keng,1140
WEEKDAY,7,Kovan,Dhoby Ghaut,1140
WEEKDAY,21,Little India,Serangoon,1139
WEEKDAY,20,Dhoby Ghaut,Potong Pasir,1139
WEEKDAY,11,Punggol,Hougang,1137
WEEKDAY,18,Boon Keng,Potong Pasir,1137
WEEKDAY,7,Buangkok,Dhoby Ghaut,1136
WEEKDAY,19,Little India,Buangkok,1133
WEEKDAY,19,Little India,Kovan,1133
WEEKDAY,9,Punggol,Dhoby Ghaut,1132
WEEKDAY,14,Little India,Farrer Park,1131
WEEKDAY,20,Chinatown,Punggol,1131
WEEKDAY,9,Sengkang,Potong Pasir,1130
WEEKDAY,17,Punggol,Kovan,1129
WEEKDAY,13,Chinatown,Dhoby Ghaut,1129
WEEKDAY,11,Kovan,Hougang,1128
WEEKDAY,6,Boon Keng,Hougang,1128
WEEKDAY,10,Kovan,Chinatown,1128
WEEKDAY,7,Boon Keng,Potong Pasir,1127
WEEKDAY,7,Buangkok,Woodleigh,1127
WEEKDAY,14,Dhoby Ghaut,Chinatown,1125
WEEKDAY,11,Farrer Park,Little India,1121
WEEKDAY,8,Farrer Park,Boon Keng,1121
WEEKDAY,8,Boon Keng,Dhoby Ghaut,1120
WEEKDAY,12,Hougang,Chinatown,1118
WEEKDAY,18,Potong Pasir,Boon Keng,1118
WEEKDAY,12,Dhoby Ghaut,Little India,1116
WEEKDAY,17,Farrer Park,Punggol,1116
WEEKDAY,7,Buangkok,Clarke Quay,1115
WEEKDAY,11,Hougang,Little India,1115
WEEKDAY,17,Dhoby Ghaut,Buangkok,1114
WEEKDAY,14,Dhoby Ghaut,Farrer Park,1113
WEEKDAY,19,Clarke Quay,Buangkok,1113
WEEKDAY,6,Buangkok,Serangoon,1112
WEEKDAY,18,Farrer Park,Chinatown,1112
WEEKDAY,13,Boon Keng,Potong Pasir,1111
WEEKDAY,16,Hougang,Kovan,1110
WEEKDAY,6,Buangkok,Kovan,1110
WEEKDAY,19,Dhoby Ghaut,Potong Pasir,1109
WEEKDAY,19,Chinatown,Little India,1109
WEEKDAY,15,Outram Park,Chinatown,1108
WEEKDAY,6,Boon Keng,HarbourFront,1108
WEEKDAY,15,Chinatown,Farrer Park,1107
WEEKDAY,13,Chinatown,Serangoon,1106
WEEKDAY,14,Outram Park,Chinatown,1106
WEEKDAY,19,Sengkang,Kovan,1105
WEEKDAY,13,Farrer Park,Chinatown,1105
WEEKDAY,8,Kovan,Farrer Park,1104
WEEKDAY,10,Punggol,Serangoon,1104
WEEKDAY,13,Serangoon,Hougang,1102
WEEKDAY,15,Punggol,Buangkok,1101
WEEKDAY,11,Little India,Dhoby Ghaut,1099
WEEKDAY,19,Outram Park,Punggol,1099
WEEKDAY,6,Sengkang,Little India,1099
WEEKDAY,8,Dhoby Ghaut,Clarke Quay,1098
WEEKDAY,21,Farrer Park,Kovan,1097
WEEKDAY,22,Serangoon,Hougang,1096
WEEKDAY,9,Little India,Chinatown,1095
WEEKDAY,12,Hougang,Kovan,1095
WEEKDAY,17,HarbourFront,Little India,1095
WEEKDAY,20,HarbourFront,Hougang,1095
WEEKDAY,17,Farrer Park,Kovan,1094
WEEKDAY,15,Kovan,Buangkok,1093
WEEKDAY,6,Buangkok,Potong Pasir,1092
WEEKDAY,7,Boon Keng,Sengkang,1091
WEEKDAY,14,Boon Keng,Chinatown,1091
WEEKDAY,16,Punggol,Serangoon,1089
WEEKDAY,10,Boon Keng,Serangoon,1089
WEEKDAY,21,Clarke Quay,Serangoon,1089
WEEKDAY,6,Hougang,Chinatown,1088
WEEKDAY,19,HarbourFront,Little India,1088
WEEKDAY,17,HarbourFront,Farrer Park,1087
WEEKDAY,8,Potong Pasir,Outram Park,1086
WEEKDAY,19,Hougang,Farrer Park,1086
WEEKDAY,20,Little India,Punggol,1086
WEEKDAY,11,Hougang,Dhoby Ghaut,1084
WEEKDAY,17,Chinatown,Little India,1084
WEEKDAY,21,Kovan,Punggol,1084
WEEKDAY,6,Buangkok,Sengkang,1081
WEEKDAY,10,Sengkang,Dhoby Ghaut,1080
WEEKDAY,19,Farrer Park,Potong Pasir,1079
WEEKDAY,22,Farrer Park,Sengkang,1079
WEEKDAY,17,Woodleigh,Punggol,1078
WEEKDAY,18,Serangoon,Dhoby Ghaut,1077
WEEKDAY,18,Serangoon,Chinatown,1077
WEEKDAY,9,Boon Keng,Serangoon,1076
WEEKDAY,7,Kovan,Hougang,1076
WEEKDAY,12,Boon Keng,Dhoby Ghaut,1075
WEEKDAY,12,Chinatown,Dhoby Ghaut,1075
WEEKDAY,16,Outram Park,Chinatown,1071
WEEKDAY,21,Sengkang,Buangkok,1070
WEEKDAY,19,Potong Pasir,Farrer Park,1070
WEEKDAY,13,Chinatown,Farrer Park,1070
WEEKDAY,11,Hougang,Kovan,1069
WEEKDAY,18,Farrer Park,Potong Pasir,1069
WEEKDAY,21,Farrer Park,Punggol,1067
WEEKDAY,11,Sengkang,Dhoby Ghaut,1067
WEEKDAY,15,Boon Keng,Sengkang,1065
WEEKDAY,19,Potong Pasir,Punggol,1065
WEEKDAY,6,Punggol,Woodleigh,1065
WEEKDAY,7,Punggol,Buangkok,1065
WEEKDAY,15,Dhoby Ghaut,Hougang,1065
WEEKDAY,17,Farrer Park,Potong Pasir,1063
WEEKDAY,17,Little India,Chinatown,1063
WEEKDAY,16,Chinatown,Farrer Park,1063
WEEKDAY,20,Farrer Park,Punggol,1063
WEEKDAY,6,Sengkang,Woodleigh,1063
WEEKDAY,15,Chinatown,Boon Keng,1062
WEEKDAY,8,Serangoon,Woodleigh,1062
WEEKDAY,10,Outram Park,Chinatown,1061
WEEKDAY,22,Dhoby Ghaut,Kovan,1061
WEEKDAY,8,Buangkok,Serangoon,1061
WEEKDAY,8,Little India,HarbourFront,1060
WEEKDAY,15,Hougang,Buangkok,1059
WEEKDAY,18,Farrer Park,Little India,1059
WEEKDAY,11,Serangoon,Farrer Park,1057
WEEKDAY,14,Dhoby Ghaut,Serangoon,1057
WEEKDAY,15,Little India,Sengkang,1056
WEEKDAY,16,Little India,Hougang,1055
WEEKDAY,17,Potong Pasir,Boon Keng,1055
WEEKDAY,22,Dhoby Ghaut,Punggol,1054
WEEKDAY,17,Potong Pasir,Kovan,1054
WEEKDAY,9,Potong Pasir,Chinatown,1054
WEEKDAY,8,Dhoby Ghaut,HarbourFront,1054
WEEKDAY,13,Little India,Dhoby Ghaut,1052
WEEKDAY,10,Little India,Chinatown,1051
WEEKDAY,17,HarbourFront,Boon Keng,1050
WEEKDAY,8,Potong Pasir,Dhoby Ghaut,1049
WEEKDAY,19,Farrer Park,Punggol,1049
WEEKDAY,19,Chinatown,Buangkok,1048
WEEKDAY,16,Serangoon,Buangkok,1048
WEEKDAY,18,Little India,Potong Pasir,1047
WEEKDAY,8,Kovan,Woodleigh,1045
WEEKDAY,11,Serangoon,Dhoby Ghaut,1044
WEEKDAY,15,Punggol,Serangoon,1044
WEEKDAY,11,Punggol,Chinatown,1042
WEEKDAY,20,HarbourFront,Chinatown,1042
WEEKDAY,16,Chinatown,Punggol,1041
WEEKDAY,12,Dhoby Ghaut,Chinatown,1040
WEEKDAY,22,Clarke Quay,Hougang,1040
WEEKDAY,12,Buangkok,Punggol,1039
WEEKDAY,9,Hougang,HarbourFront,1038
WEEKDAY,9,Kovan,Punggol,1037
WEEKDAY,14,Chinatown,Sengkang,1035
WEEKDAY,15,Farrer Park,Serangoon,1035
WEEKDAY,15,Little India,Farrer Park,1035
WEEKDAY,12,Outram Park,Dhoby Ghaut,1035
WEEKDAY,17,Farrer Park,Little India,1034
WEEKDAY,18,Dhoby Ghaut,Little India,1033
WEEKDAY,9,Kovan,Clarke Quay,1033
WEEKDAY,17,Potong Pasir,Buangkok,1031
WEEKDAY,13,Hougang,Kovan,1031
WEEKDAY,11,Boon Keng,Dhoby Ghaut,1029
WEEKDAY,21,Chinatown,Farrer Park,1028
WEEKDAY,7,Boon Keng,Kovan,1027
WEEKDAY,7,Serangoon,Sengkang,1026
WEEKDAY,15,Chinatown,Hougang,1026
WEEKDAY,14,Punggol,Serangoon,1025
WEEKDAY,8,Farrer Park,Chinatown,1024
WEEKDAY,10,Kovan,Serangoon,1024
WEEKDAY,15,HarbourFront,Chinatown,1023
WEEKDAY,18,Kovan,Boon Keng,1022
WEEKDAY,9,Potong Pasir,Boon Keng,1022
WEEKDAY,16,Outram Park,Hougang,1020
WEEKDAY,17,Kovan,Buangkok,1020
WEEKDAY,17,Chinatown,Dhoby Ghaut,1018
WEEKDAY,13,Serangoon,Farrer Park,1018
WEEKDAY,7,Little India,HarbourFront,1018
WEEKDAY,12,Serangoon,Boon Keng,1017
WEEKDAY,9,Buangkok,Little India,1016
WEEKDAY,8,Potong Pasir,Chinatown,1016
WEEKDAY,20,Boon Keng,Punggol,1016
WEEKDAY,13,Punggol,Buangkok,1015
WEEKDAY,10,Serangoon,Little India,1013
WEEKDAY,10,Sengkang,Farrer Park,1013
WEEKDAY,11,Sengkang,Little India,1012
WEEKDAY,6,Buangkok,Outram Park,1012
WEEKDAY,21,Serangoon,Kovan,1012
WEEKDAY,18,Chinatown,HarbourFront,1011
WEEKDAY,16,Buangkok,Punggol,1010
WEEKDAY,6,Kovan,Outram Park,1010
WEEKDAY,13,Dhoby Ghaut,Farrer Park,1010
WEEKDAY,19,Outram Park,Farrer Park,1009
WEEKDAY,12,Serangoon,Punggol,1007
WEEKDAY,7,Kovan,Sengkang,1006
WEEKDAY,11,Punggol,Kovan,1006
WEEKDAY,11,Hougang,Farrer Park,1005
WEEKDAY,19,Little India,Farrer Park,1005
WEEKDAY,6,Hougang,Little India,1005
WEEKDAY,12,Farrer Park,Chinatown,1003
WEEKDAY,10,Serangoon,Dhoby Ghaut,1003
WEEKDAY,17,Hougang,Farrer Park,1003
WEEKDAY,17,Boon Keng,Chinatown,1000
WEEKDAY,22,Farrer Park,Boon Keng,1000
WEEKDAY,8,Farrer Park,Serangoon,1000
WEEKDAY,13,Buangkok,Hougang,999
WEEKDAY,21,Clarke Quay,Sengkang,998
WEEKDAY,9,Serangoon,HarbourFront,997
WEEKDAY,9,Kovan,Boon Keng,996
WEEKDAY,14,Serangoon,Buangkok,995
WEEKDAY,21,Dhoby Ghaut,Potong Pasir,995
WEEKDAY,14,Dhoby Ghaut,Sengkang,994
WEEKDAY,8,Buangkok,Punggol,994
WEEKDAY,15,Potong Pasir,Sengkang,993
WEEKDAY,14,Punggol,Kovan,991
WEEKDAY,12,Chinatown,Serangoon,991
WEEKDAY,14,HarbourFront,Chinatown,990
WEEKDAY,19,Boon Keng,Little India,988
WEEKDAY,14,Chinatown,Farrer Park,986
WEEKDAY,18,Buangkok,Serangoon,985
WEEKDAY,15,Dhoby Ghaut,Chinatown,984
WEEKDAY,14,Serangoon,Farrer Park,981
WEEKDAY,19,Dhoby Ghaut,Little India,980
WEEKDAY,13,Farrer Park,Dhoby Ghaut,980
WEEKDAY,16,Hougang,Buangkok,980
WEEKDAY,16,Boon Keng,Hougang,979
WEEKDAY,16,Punggol,Kovan,979
WEEKDAY,15,Boon Keng,Hougang,975
WEEKDAY,16,Farrer Park,Chinatown,973
WEEKDAY,9,Punggol,Outram Park,972
WEEKDAY,15,Farrer Park,Little India,972
WEEKDAY,7,Potong Pasir,Boon Keng,971
WEEKDAY,19,Punggol,Kovan,970
WEEKDAY,19,HarbourFront,Buangkok,969
WEEKDAY,19,Clarke Quay,Dhoby Ghaut,968
WEEKDAY,15,Serangoon,Buangkok,968
WEEKDAY,15,Boon Keng,Chinatown,967
WEEKDAY,15,Chinatown,Punggol,967
WEEKDAY,11,HarbourFront,Chinatown,966
WEEKDAY,17,Boon Keng,Little India,966
WEEKDAY,16,Dhoby Ghaut,Chinatown,966
WEEKDAY,11,Potong Pasir,Farrer Park,966
WEEKDAY,11,Farrer Park,Chinatown,965
WEEKDAY,21,Serangoon,Boon Keng,964
WEEKDAY,9,Kovan,Farrer Park,962
WEEKDAY,16,Serangoon,Farrer Park,962
WEEKDAY,17,Farrer Park,Chinatown,961
