DAY_TYPE,TIME_PER_HOUR,ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS
WEEKDAY,17,Farrer Park,Dhoby Ghaut,960
WEEKDAY,19,Farrer Park,Little India,959
WEEKDAY,12,Farrer Park,Dhoby Ghaut,959
WEEKDAY,9,Buangkok,Chinatown,959
WEEKDAY,17,HarbourFront,Kovan,958
WEEKDAY,9,Buangkok,Kovan,958
WEEKDAY,9,Kovan,Little India,957
WEEKDAY,15,Serangoon,Farrer Park,957
WEEKDAY,20,Potong Pasir,Serangoon,957
WEEKDAY,15,Potong Pasir,Boon Keng,955
WEEKDAY,7,Potong Pasir,Little India,954
WEEKDAY,13,Chinatown,Sengkang,954
WEEKDAY,18,Sengkang,Farrer Park,954
WEEKDAY,19,Serangoon,Little India,953
WEEKDAY,15,Chinatown,Dhoby Ghaut,952
WEEKDAY,6,Hougang,Serangoon,951
WEEKDAY,18,Hougang,Little India,951
WEEKDAY,18,Outram Park,Potong Pasir,950
WEEKDAY,16,Chinatown,Kovan,949
WEEKDAY,16,Dhoby Ghaut,Boon Keng,946
WEEKDAY,18,Hougang,Potong Pasir,946
WEEKDAY,6,Punggol,Little India,946
WEEKDAY,13,Hougang,Buangkok,945
WEEKDAY,6,Sengkang,Dhoby Ghaut,944
WEEKDAY,14,Little India,Sengkang,944
WEEKDAY,17,Chinatown,Buangkok,944
WEEKDAY,21,Boon Keng,Hougang,944
WEEKDAY,13,HarbourFront,Chinatown,942
WEEKDAY,18,HarbourFront,Potong Pasir,942
WEEKDAY,18,Clarke Quay,Potong Pasir,942
WEEKDAY,14,Farrer Park,Serangoon,941
WEEKDAY,9,Kovan,Hougang,940
WEEKDAY,12,Boon Keng,Potong Pasir,940
WEEKDAY,8,Buangkok,Sengkang,939
WEEKDAY,13,Chinatown,Boon Keng,939
WEEKDAY,16,Little India,Farrer Park,938
WEEKDAY,20,Potong Pasir,Sengkang,938
WEEKDAY,7,Potong Pasir,Serangoon,937
WEEKDAY,9,Farrer Park,Chinatown,937
WEEKDAY,6,Buangkok,Boon Keng,937
WEEKDAY,14,Buangkok,Punggol,937
WEEKDAY,7,Boon Keng,Dhoby Ghaut,937
WEEKDAY,18,Sengkang,Boon Keng,936
WEEKDAY,14,Punggol,Buangkok,936
WEEKDAY,7,Potong Pasir,Dhoby Ghaut,936
WEEKDAY,16,Little India,Serangoon,935
WEEKDAY,19,Potong Pasir,Boon Keng,935
WEEKDAY,9,Farrer Park,Boon Keng,935
WEEKDAY,14,Farrer Park,Chinatown,933
WEEKDAY,7,Serangoon,Hougang,932
WEEKDAY,12,Sengkang,Chinatown,932
WEEKDAY,12,Chinatown,Boon Keng,931
WEEKDAY,20,Kovan,Serangoon,930
WEEKDAY,9,Punggol,Potong Pasir,930
WEEKDAY,14,Hougang,Buangkok,930
WEEKDAY,14,Chinatown,Dhoby Ghaut,929
WEEKDAY,17,Dhoby Ghaut,Potong Pasir,928
WEEKDAY,15,Farrer Park,Chinatown,927
WEEKDAY,21,Serangoon,Potong Pasir,927
WEEKDAY,8,Farrer Park,Clarke Quay,927
WEEKDAY,20,HarbourFront,Serangoon,926
WEEKDAY,15,Dhoby Ghaut,Punggol,926
WEEKDAY,12,Serangoon,Farrer Park,926
WEEKDAY,14,Little India,Chinatown,925
WEEKDAY,16,Little India,Chinatown,925
WEEKDAY,17,Kovan,Farrer Park,925
WEEKDAY,22,Chinatown,Boon Keng,924
WEEKDAY,12,Potong Pasir,Boon Keng,924
WEEKDAY,19,HarbourFront,Kovan,923
WEEKDAY,21,HarbourFront,Hougang,923
WEEKDAY,13,Hougang,Chinatown,922
WEEKDAY,18,Farrer Park,Buangkok,922
WEEKDAY,12,Potong Pasir,Farrer Park,921
WEEKDAY,7,Buangkok,Farrer Park,920
WEEKDAY,11,Potong Pasir,Boon Keng,920
WEEKDAY,19,Farrer Park,Chinatown,920
WEEKDAY,22,Sengkang,Hougang,920
WEEKDAY,20,Farrer Park,Kovan,920
WEEKDAY,21,Chinatown,Kovan,919
WEEKDAY,9,Potong Pasir,Clarke Quay,919
WEEKDAY,16,Farrer Park,Little India,919
WEEKDAY,12,Chinatown,Farrer Park,918
WEEKDAY,12,Boon Keng,Sengkang,918
WEEKDAY,19,Clarke Quay,Boon Keng,918
WEEKDAY,20,Outram Park,Sengkang,917
WEEKDAY,16,Potong Pasir,Farrer Park,915
WEEKDAY,13,Farrer Park,Serangoon,915
WEEKDAY,20,Outram Park,Serangoon,915
WEEKDAY,10,Farrer Park,Chinatown,915
WEEKDAY,6,Serangoon,Chinatown,914
WEEKDAY,6,Buangkok,Punggol,913
WEEKDAY,8,Potong Pasir,HarbourFront,913
WEEKDAY,10,Hougang,Clarke Quay,913
WEEKDAY,7,Farrer Park,Potong Pasir,912
WEEKDAY,19,Outram Park,Little India,910
WEEKDAY,12,Little India,Serangoon,909
WEEKDAY,7,Serangoon,Woodleigh,908
WEEKDAY,16,Boon Keng,Punggol,908
WEEKDAY,8,Buangkok,Hougang,907
WEEKDAY,20,Kovan,Buangkok,907
WEEKDAY,14,Chinatown,Boon Keng,907
WEEKDAY,11,Serangoon,Little India,906
WEEKDAY,17,Sengkang,Farrer Park,906
WEEKDAY,11,Buangkok,Punggol,905
WEEKDAY,20,Clarke Quay,Punggol,905
WEEKDAY,9,Kovan,Outram Park,905
WEEKDAY,11,Chinatown,Farrer Park,903
WEEKDAY,20,Little India,Kovan,901
WEEKDAY,19,Dhoby Ghaut,Chinatown,901
WEEKDAY,20,Serangoon,Farrer Park,900
WEEKDAY,16,HarbourFront,Hougang,900
WEEKDAY,14,Boon Keng,Little India,900
WEEKDAY,16,Farrer Park,Sengkang,899
WEEKDAY,13,Little India,Serangoon,899
WEEKDAY,19,Farrer Park,Kovan,899
WEEKDAY,16,Chinatown,Dhoby Ghaut,898
WEEKDAY,14,Potong Pasir,Sengkang,898
WEEKDAY,14,Chinatown,Hougang,897
WEEKDAY,10,Kovan,Farrer Park,896
WEEKDAY,21,Boon Keng,Sengkang,896
WEEKDAY,18,Clarke Quay,Little India,895
WEEKDAY,12,Outram Park,Little India,895
WEEKDAY,9,Boon Keng,Dhoby Ghaut,894
WEEKDAY,10,Serangoon,Boon Keng,893
WEEKDAY,8,Boon Keng,Kovan,893
WEEKDAY,16,Potong Pasir,Boon Keng,892
WEEKDAY,11,Chinatown,Little India,890
WEEKDAY,12,Little India,Sengkang,889
WEEKDAY,11,Serangoon,Kovan,889
WEEKDAY,17,Serangoon,Chinatown,886
WEEKDAY,12,Hougang,Farrer Park,886
WEEKDAY,22,Dhoby Ghaut,Boon Keng,885
WEEKDAY,15,Buangkok,Punggol,885
WEEKDAY,10,Serangoon,Clarke Quay,885
WEEKDAY,11,Kovan,Chinatown,885
WEEKDAY,14,Kovan,Buangkok,883
WEEKDAY,12,Chinatown,Sengkang,883
WEEKDAY,20,Chinatown,Little India,883
WEEKDAY,8,Serangoon,Kovan,882
WEEKDAY,13,Boon Keng,Sengkang,882
WEEKDAY,10,Potong Pasir,Boon Keng,882
WEEKDAY,12,Hougang,Dhoby Ghaut,881
WEEKDAY,16,Potong Pasir,Hougang,881
WEEKDAY,22,Clarke Quay,Serangoon,880
WEEKDAY,9,Buangkok,Clarke Quay,880
WEEKDAY,21,Outram Park,Hougang,879
WEEKDAY,12,Serangoon,Hougang,879
WEEKDAY,18,HarbourFront,Clarke Quay,877
WEEKDAY,20,Chinatown,Buangkok,877
WEEKDAY,16,Dhoby Ghaut,Kovan,877
WEEKDAY,17,HarbourFront,Buangkok,877
WEEKDAY,20,Outram Park,Hougang,876
WEEKDAY,14,Little India,Serangoon,876
WEEKDAY,8,Potong Pasir,Farrer Park,874
WEEKDAY,12,Sengkang,Dhoby Ghaut,873
WEEKDAY,16,Farrer Park,Hougang,873
WEEKDAY,6,Potong Pasir,Boon Keng,873
WEEKDAY,19,Woodleigh,Sengkang,872
WEEKDAY,12,Chinatown,HarbourFront,872
WEEKDAY,11,Buangkok,Serangoon,872
WEEKDAY,11,Serangoon,Boon Keng,871
WEEKDAY,6,Kovan,Boon Keng,870
WEEKDAY,13,Sengkang,Chinatown,870
WEEKDAY,20,Hougang,Buangkok,869
WEEKDAY,20,Hougang,Serangoon,869
WEEKDAY,14,Farrer Park,Dhoby Ghaut,868
WEEKDAY,12,Hougang,Little India,868
WEEKDAY,6,Serangoon,Sengkang,868
WEEKDAY,13,Punggol,Kovan,867
WEEKDAY,17,Clarke Quay,Kovan,867
WEEKDAY,22,Dhoby Ghaut,Buangkok,867
WEEKDAY,19,Potong Pasir,Kovan,867
WEEKDAY,21,HarbourFront,Sengkang,866
WEEKDAY,17,Dhoby Ghaut,Little India,865
WEEKDAY,20,Clarke Quay,Farrer Park,864
WEEKDAY,10,Buangkok,Chinatown,863
WEEKDAY,22,Chinatown,Sengkang,863
WEEKDAY,17,Boon Keng,Potong Pasir,862
WEEKDAY,9,Kovan,Dhoby Ghaut,860
WEEKDAY,8,Boon Keng,Hougang,859
WEEKDAY,15,Punggol,Kovan,859
WEEKDAY,10,Potong Pasir,Farrer Park,858
WEEKDAY,13,Dhoby Ghaut,Outram Park,857
WEEKDAY,8,Potong Pasir,Boon Keng,857
WEEKDAY,21,Kovan,Buangkok,856
WEEKDAY,10,Boon Keng,Dhoby Ghaut,856
WEEKDAY,12,Buangkok,Serangoon,856
WEEKDAY,12,Serangoon,Dhoby Ghaut,856
WEEKDAY,6,Serangoon,Potong Pasir,854
WEEKDAY,13,Clarke Quay,Dhoby Ghaut,852
WEEKDAY,22,Chinatown,Hougang,851
WEEKDAY,16,HarbourFront,Sengkang,851
WEEKDAY,12,Punggol,Kovan,851
WEEKDAY,13,Chinatown,HarbourFront,851
WEEKDAY,22,Chinatown,Serangoon,851
WEEKDAY,13,Hougang,Dhoby Ghaut,851
WEEKDAY,15,Dhoby Ghaut,Boon Keng,850
WEEKDAY,18,Hougang,Chinatown,848
WEEKDAY,13,Little India,Sengkang,847
WEEKDAY,16,Woodleigh,Kovan,846
WEEKDAY,6,Kovan,Potong Pasir,846
WEEKDAY,22,Kovan,Sengkang,845
WEEKDAY,10,Serangoon,Kovan,843
WEEKDAY,8,Farrer Park,Little India,842
WEEKDAY,9,Farrer Park,Clarke Quay,842
WEEKDAY,18,Hougang,Dhoby Ghaut,842
WEEKDAY,18,Punggol,Farrer Park,841
WEEKDAY,12,Punggol,Buangkok,840
WEEKDAY,20,HarbourFront,Farrer Park,840
WEEKDAY,9,Buangkok,Potong Pasir,840
WEEKDAY,7,Boon Keng,Punggol,839
WEEKDAY,13,Sengkang,Dhoby Ghaut,839
WEEKDAY,20,Little India,Buangkok,838
WEEKDAY,16,Boon Keng,Chinatown,837
WEEKDAY,21,Chinatown,Punggol,836
WEEKDAY,16,Potong Pasir,Punggol,836
WEEKDAY,15,Potong Pasir,Hougang,836
WEEKDAY,19,Kovan,Farrer Park,835
WEEKDAY,16,Farrer Park,Dhoby Ghaut,835
WEEKDAY,12,Dhoby Ghaut,Farrer Park,835
WEEKDAY,15,Little India,Hougang,834
WEEKDAY,13,Serangoon,Buangkok,834
WEEKDAY,15,Hougang,Farrer Park,833
WEEKDAY,11,Punggol,Dhoby Ghaut,833
WEEKDAY,17,HarbourFront,Dhoby Ghaut,832
WEEKDAY,6,Kovan,HarbourFront,831
WEEKDAY,10,Punggol,Dhoby Ghaut,831
WEEKDAY,6,Serangoon,Little India,830
WEEKDAY,17,Boon Keng,Dhoby Ghaut,830
WEEKDAY,17,Little India,Boon Keng,830
WEEKDAY,14,Boon Keng,Sengkang,830
WEEKDAY,12,Serangoon,Little India,829
WEEKDAY,14,Serangoon,Dhoby Ghaut,829
WEEKDAY,22,Serangoon,Punggol,828
WEEKDAY,19,Little India,Chinatown,828
WEEKDAY,14,Serangoon,Chinatown,827
WEEKDAY,6,Buangkok,Little India,827
WEEKDAY,9,Buangkok,Sengkang,827
WEEKDAY,21,Boon Keng,Serangoon,826
WEEKDAY,22,Clarke Quay,Sengkang,826
WEEKDAY,12,Serangoon,Potong Pasir,825
WEEKDAY,10,Punggol,Little India,825
WEEKDAY,9,Buangkok,Dhoby Ghaut,825
WEEKDAY,21,Farrer Park,Buangkok,824
WEEKDAY,7,Kovan,Serangoon,824
WEEKDAY,9,Punggol,Farrer Park,823
WEEKDAY,10,Potong Pasir,Serangoon,823
WEEKDAY,19,Chinatown,Potong Pasir,822
WEEKDAY,9,Serangoon,Kovan,820
WEEKDAY,11,Serangoon,Sengkang,820
WEEKDAY,8,Kovan,Sengkang,819
WEEKDAY,6,Farrer Park,Outram Park,819
WEEKDAY,13,Dhoby Ghaut,Boon Keng,818
WEEKDAY,6,Sengkang,Chinatown,818
WEEKDAY,11,Kovan,Little India,816
WEEKDAY,17,Little India,Dhoby Ghaut,816
WEEKDAY,11,Potong Pasir,Little India,813
WEEKDAY,16,Outram Park,Farrer Park,812
WEEKDAY,22,Little India,Hougang,811
WEEKDAY,19,Farrer Park,Dhoby Ghaut,810
WEEKDAY,19,Clarke Quay,Little India,809
WEEKDAY,19,HarbourFront,Boon Keng,809
WEEKDAY,10,Buangkok,Kovan,809
WEEKDAY,17,Outram Park,Potong Pasir,809
WEEKDAY,20,Buangkok,Sengkang,809
WEEKDAY,14,Hougang,Chinatown,808
WEEKDAY,13,Hougang,Farrer Park,808
WEEKDAY,14,Dhoby Ghaut,Clarke Quay,808
WEEKDAY,13,Serangoon,Dhoby Ghaut,807
WEEKDAY,7,Kovan,Farrer Park,807
WEEKDAY,11,Chinatown,Boon Keng,806
WEEKDAY,20,Chinatown,Potong Pasir,806
WEEKDAY,19,Boon Keng,Potong Pasir,806
WEEKDAY,15,Little India,Serangoon,806
WEEKDAY,15,Farrer Park,Dhoby Ghaut,805
WEEKDAY,16,Farrer Park,Potong Pasir,805
WEEKDAY,14,Farrer Park,Potong Pasir,805
WEEKDAY,9,Little India,Clarke Quay,804
WEEKDAY,11,Sengkang,Buangkok,804
WEEKDAY,9,Serangoon,Potong Pasir,803
WEEKDAY,9,Outram Park,Chinatown,803
WEEKDAY,10,Farrer Park,Little India,802
WEEKDAY,11,Dhoby Ghaut,Chinatown,802
WEEKDAY,22,HarbourFront,Hougang,801
WEEKDAY,13,Potong Pasir,Farrer Park,801
WEEKDAY,10,Kovan,Dhoby Ghaut,801
WEEKDAY,16,Little India,Punggol,801
WEEKDAY,18,Kovan,Potong Pasir,800
WEEKDAY,20,Potong Pasir,Hougang,799
WEEKDAY,6,Boon Keng,Farrer Park,799
WEEKDAY,13,Chinatown,Clarke Quay,797
WEEKDAY,8,Buangkok,Woodleigh,797
WEEKDAY,6,Boon Keng,Little India,797
WEEKDAY,9,Buangkok,Boon Keng,797
WEEKDAY,14,Boon Keng,Hougang,795
WEEKDAY,12,Sengkang,Little India,794
WEEKDAY,6,Kovan,Sengkang,793
WEEKDAY,15,Little India,Chinatown,792
WEEKDAY,20,HarbourFront,Punggol,792
WEEKDAY,10,Farrer Park,Boon Keng,791
WEEKDAY,13,Buangkok,Serangoon,789
WEEKDAY,6,Buangkok,HarbourFront,788
WEEKDAY,8,Farrer Park,HarbourFront,787
WEEKDAY,6,Punggol,Chinatown,786
WEEKDAY,8,Kovan,Hougang,786
WEEKDAY,13,Boon Keng,Dhoby Ghaut,785
WEEKDAY,9,Sengkang,HarbourFront,784
WEEKDAY,14,Chinatown,Little India,783
WEEKDAY,6,Hougang,Woodleigh,782
WEEKDAY,8,Farrer Park,Dhoby Ghaut,782
WEEKDAY,15,Dhoby Ghaut,Kovan,782
WEEKDAY,22,Hougang,Sengkang,781
WEEKDAY,8,Boon Keng,Potong Pasir,781
WEEKDAY,13,Little India,Hougang,781
WEEKDAY,19,Boon Keng,Chinatown,781
WEEKDAY,10,Sengkang,Boon Keng,780
WEEKDAY,20,Farrer Park,Little India,780
WEEKDAY,17,Woodleigh,Serangoon,779
WEEKDAY,17,Clarke Quay,Farrer Park,779
WEEKDAY,16,Farrer Park,Punggol,779
WEEKDAY,11,Kovan,Buangkok,778
WEEKDAY,11,Boon Keng,Sengkang,778
WEEKDAY,17,Clarke Quay,Dhoby Ghaut,778
WEEKDAY,13,Serangoon,Little India,778
WEEKDAY,10,Potong Pasir,Chinatown,777
WEEKDAY,19,HarbourFront,Dhoby Ghaut,777
WEEKDAY,17,Chinatown,Potong Pasir,777
WEEKDAY,18,Woodleigh,Buangkok,776
WEEKDAY,19,Outram Park,Boon Keng,776
WEEKDAY,21,Outram Park,Sengkang,774
WEEKDAY,15,Farrer Park,Hougang,774
WEEKDAY,10,Punggol,Farrer Park,773
WEEKDAY,18,Dhoby Ghaut,Clarke Quay,772
WEEKDAY,21,Clarke Quay,Punggol,772
WEEKDAY,17,Clarke Quay,Boon Keng,772
WEEKDAY,21,Little India,Buangkok,771
WEEKDAY,17,Serangoon,Little India,770
WEEKDAY,10,Buangkok,Punggol,770
WEEKDAY,20,Sengkang,Serangoon,769
WEEKDAY,18,Buangkok,Hougang,769
WEEKDAY,18,Punggol,Boon Keng,769
WEEKDAY,15,Boon Keng,Little India,769
WEEKDAY,7,Chinatown,HarbourFront,768
WEEKDAY,12,Farrer Park,Serangoon,768
WEEKDAY,10,Hougang,Outram Park,768
WEEKDAY,11,Farrer Park,Dhoby Ghaut,768
WEEKDAY,10,Buangkok,Serangoon,768
WEEKDAY,11,Sengkang,Farrer Park,767
WEEKDAY,21,Little India,Punggol,767
WEEKDAY,17,Sengkang,Dhoby Ghaut,765
WEEKDAY,20,Farrer Park,Buangkok,765
WEEKDAY,12,Kovan,Chinatown,764
WEEKDAY,21,Serangoon,Farrer Park,764
WEEKDAY,18,Sengkang,Dhoby Ghaut,763
WEEKDAY,18,Sengkang,Potong Pasir,762
WEEKDAY,13,Boon Keng,Punggol,762
WEEKDAY,16,Chinatown,Little India,762
WEEKDAY,13,Sengkang,Little India,762
WEEKDAY,22,Farrer Park,Potong Pasir,762
WEEKDAY,7,Kovan,Clarke Quay,761
WEEKDAY,11,Chinatown,Outram Park,760
WEEKDAY,15,Boon Keng,Punggol,759
WEEKDAY,13,Chinatown,Hougang,758
WEEKDAY,15,Little India,Punggol,758
WEEKDAY,9,Buangkok,Punggol,758
WEEKDAY,14,Dhoby Ghaut,Little India,757
WEEKDAY,7,Potong Pasir,Hougang,757
WEEKDAY,13,Dhoby Ghaut,Serangoon,757
WEEKDAY,17,Buangkok,Serangoon,756
WEEKDAY,15,Farrer Park,Potong Pasir,756
WEEKDAY,9,Buangkok,Serangoon,756
WEEKDAY,21,Sengkang,Kovan,755
WEEKDAY,12,Little India,Hougang,755
WEEKDAY,14,Hougang,Farrer Park,753
WEEKDAY,13,Hougang,Little India,753
WEEKDAY,22,Hougang,Punggol,753
WEEKDAY,7,Potong Pasir,Chinatown,752
WEEKDAY,8,Potong Pasir,Kovan,752
WEEKDAY,7,Kovan,Punggol,752
WEEKDAY,14,Dhoby Ghaut,Boon Keng,752
WEEKDAY,16,Dhoby Ghaut,Potong Pasir,751
WEEKDAY,9,Kovan,Potong Pasir,751
WEEKDAY,17,Sengkang,Potong Pasir,751
WEEKDAY,14,Potong Pasir,Farrer Park,750
WEEKDAY,17,Hougang,Chinatown,749
WEEKDAY,16,Outram Park,Punggol,749
WEEKDAY,20,Boon Keng,Kovan,748
WEEKDAY,7,Farrer Park,Woodleigh,748
WEEKDAY,17,Woodleigh,Hougang,747
WEEKDAY,19,Outram Park,Kovan,746
WEEKDAY,9,Potong Pasir,Farrer Park,745
WEEKDAY,15,Potong Pasir,Farrer Park,745
WEEKDAY,17,Woodleigh,Kovan,745
WEEKDAY,8,Potong Pasir,Serangoon,744
WEEKDAY,7,Potong Pasir,Farrer Park,744
WEEKDAY,15,Chinatown,Little India,742
WEEKDAY,17,Hougang,Dhoby Ghaut,742
WEEKDAY,11,Outram Park,Dhoby Ghaut,740
WEEKDAY,8,Outram Park,Little India,739
WEEKDAY,16,Boon Keng,Kovan,738
WEEKDAY,10,Boon Keng,Potong Pasir,738
WEEKDAY,9,Potong Pasir,Little India,738
WEEKDAY,18,Potong Pasir,Dhoby Ghaut,738
WEEKDAY,14,HarbourFront,Outram Park,738
WEEKDAY,10,Boon Keng,Sengkang,737
WEEKDAY,14,Little India,Hougang,737
WEEKDAY,8,Boon Keng,Sengkang,737
WEEKDAY,17,Sengkang,Boon Keng,735
WEEKDAY,16,Woodleigh,Dhoby Ghaut,735
WEEKDAY,17,Kovan,Boon Keng,735
WEEKDAY,16,HarbourFront,Serangoon,735
WEEKDAY,16,Farrer Park,Kovan,734
WEEKDAY,12,Punggol,Chinatown,734
WEEKDAY,14,Serangoon,Little India,734
WEEKDAY,13,Little India,Outram Park,734
WEEKDAY,19,Little India,Dhoby Ghaut,733
WEEKDAY,19,Punggol,Farrer Park,733
WEEKDAY,12,Chinatown,Hougang,733
WEEKDAY,19,Little India,Boon Keng,733
WEEKDAY,18,HarbourFront,Outram Park,733
WEEKDAY,19,Farrer Park,Buangkok,733
WEEKDAY,16,Woodleigh,Sengkang,732
WEEKDAY,12,Boon Keng,Kovan,732
WEEKDAY,19,Boon Keng,Dhoby Ghaut,732
WEEKDAY,21,Boon Keng,Farrer Park,731
WEEKDAY,11,Kovan,Farrer Park,730
WEEKDAY,12,Sengkang,Farrer Park,729
WEEKDAY,22,Farrer Park,Punggol,729
WEEKDAY,9,Boon Keng,Kovan,729
WEEKDAY,7,Farrer Park,Chinatown,728
WEEKDAY,14,Chinatown,Punggol,728
WEEKDAY,9,Farrer Park,Little India,728
WEEKDAY,15,Dhoby Ghaut,Little India,727
WEEKDAY,18,Woodleigh,Serangoon,726
WEEKDAY,22,Little India,Sengkang,726
WEEKDAY,17,Punggol,Farrer Park,726
WEEKDAY,14,Boon Keng,Potong Pasir,726
WEEKDAY,19,Potong Pasir,Buangkok,725
WEEKDAY,18,Sengkang,Little India,724
WEEKDAY,11,Dhoby Ghaut,Farrer Park,724
WEEKDAY,13,Clarke Quay,Chinatown,724
WEEKDAY,11,Kovan,Dhoby Ghaut,723
WEEKDAY,8,HarbourFront,Little India,723
WEEKDAY,20,Clarke Quay,Boon Keng,723
WEEKDAY,20,Hougang,Kovan,723
WEEKDAY,9,Boon Keng,HarbourFront,722
WEEKDAY,11,Buangkok,Hougang,722
WEEKDAY,12,Kovan,Buangkok,721
WEEKDAY,13,Boon Keng,Hougang,721
WEEKDAY,18,Little India,HarbourFront,721
WEEKDAY,11,Boon Keng,Potong Pasir,720
WEEKDAY,16,Boon Keng,Little India,720
WEEKDAY,21,HarbourFront,Farrer Park,719
WEEKDAY,16,Kovan,Buangkok,718
WEEKDAY,22,Punggol,Buangkok,717
WEEKDAY,17,Sengkang,Little India,717
WEEKDAY,7,Farrer Park,Hougang,716
WEEKDAY,14,Potong Pasir,Hougang,715
WEEKDAY,20,Clarke Quay,Buangkok,714
WEEKDAY,17,Clarke Quay,Buangkok,713
WEEKDAY,15,Chinatown,Kovan,713
WEEKDAY,14,Boon Keng,Dhoby Ghaut,713
WEEKDAY,19,Little India,Potong Pasir,711
WEEKDAY,14,Dhoby Ghaut,Hougang,711
WEEKDAY,17,Serangoon,Dhoby Ghaut,710
WEEKDAY,16,Woodleigh,Potong Pasir,709
WEEKDAY,9,Kovan,Buangkok,709
WEEKDAY,19,Chinatown,HarbourFront,709
WEEKDAY,22,HarbourFront,Sengkang,707
WEEKDAY,18,Kovan,Little India,707
WEEKDAY,10,Serangoon,Outram Park,706
WEEKDAY,15,Hougang,Chinatown,706
WEEKDAY,10,Little India,Farrer Park,706
WEEKDAY,7,Potong Pasir,HarbourFront,706
WEEKDAY,20,Clarke Quay,Kovan,706
WEEKDAY,18,Woodleigh,Farrer Park,705
WEEKDAY,15,Outram Park,Sengkang,705
WEEKDAY,21,Chinatown,Buangkok,704
WEEKDAY,13,Dhoby Ghaut,Sengkang,704
WEEKDAY,7,Serangoon,Punggol,703
WEEKDAY,22,Serangoon,Boon Keng,703
WEEKDAY,10,Punggol,Boon Keng,703
WEEKDAY,14,Sengkang,Dhoby Ghaut,703
WEEKDAY,16,Potong Pasir,Kovan,702
WEEKDAY,12,Boon Keng,Hougang,702
WEEKDAY,18,Buangkok,Kovan,701
WEEKDAY,20,Punggol,Kovan,701
WEEKDAY,20,Chinatown,Dhoby Ghaut,700
WEEKDAY,8,Kovan,Punggol,700
WEEKDAY,8,Farrer Park,Kovan,699
WEEKDAY,17,Hougang,Boon Keng,699
WEEKDAY,18,Chinatown,Outram Park,699
WEEKDAY,19,Outram Park,Dhoby Ghaut,697
WEEKDAY,6,Boon Keng,Outram Park,696
WEEKDAY,8,HarbourFront,Chinatown,696
WEEKDAY,6,Hougang,Farrer Park,695
WEEKDAY,20,Sengkang,Kovan,695
WEEKDAY,15,Potong Pasir,Punggol,695
WEEKDAY,13,Buangkok,Kovan,694
WEEKDAY,14,Hougang,Little India,694
WEEKDAY,7,Dhoby Ghaut,Outram Park,694
WEEKDAY,17,Farrer Park,Buangkok,693
WEEKDAY,11,Potong Pasir,Dhoby Ghaut,693
WEEKDAY,20,Boon Keng,Buangkok,693
WEEKDAY,12,Buangkok,Hougang,692
WEEKDAY,10,Hougang,Boon Keng,691
WEEKDAY,18,Outram Park,HarbourFront,690
WEEKDAY,21,Clarke Quay,Boon Keng,690
WEEKDAY,12,Hougang,Buangkok,690
WEEKDAY,20,Outram Park,Farrer Park,689
WEEKDAY,16,Clarke Quay,Sengkang,689
WEEKDAY,10,Boon Keng,Clarke Quay,689
WEEKDAY,19,Outram Park,Chinatown,689
WEEKDAY,20,Potong Pasir,Punggol,689
WEEKDAY,6,Serangoon,Dhoby Ghaut,688
WEEKDAY,16,Little India,Kovan,688
WEEKDAY,20,Little India,Farrer Park,688
WEEKDAY,14,Sengkang,Chinatown,687
WEEKDAY,23,Dhoby Ghaut,Sengkang,687
WEEKDAY,8,Kovan,Serangoon,686
WEEKDAY,11,Sengkang,Boon Keng,686
WEEKDAY,6,Serangoon,Hougang,686
WEEKDAY,18,Potong Pasir,Little India,686
WEEKDAY,20,Potong Pasir,Boon Keng,685
WEEKDAY,21,Clarke Quay,Farrer Park,685
WEEKDAY,15,Farrer Park,Sengkang,684
WEEKDAY,14,Hougang,Dhoby Ghaut,684
WEEKDAY,9,Little India,Farrer Park,684
WEEKDAY,17,Buangkok,Kovan,684
WEEKDAY,23,Dhoby Ghaut,Hougang,683
WEEKDAY,19,Woodleigh,Punggol,683
WEEKDAY,20,Punggol,Serangoon,682
WEEKDAY,15,Kovan,Farrer Park,681
WEEKDAY,20,Dhoby Ghaut,Little India,680
WEEKDAY,18,Little India,Outram Park,680
WEEKDAY,6,Boon Keng,Kovan,680
WEEKDAY,16,Serangoon,Chinatown,680
WEEKDAY,21,Punggol,Serangoon,679
WEEKDAY,13,Potong Pasir,Sengkang,678
WEEKDAY,21,HarbourFront,Serangoon,678
WEEKDAY,10,HarbourFront,Chinatown,678
WEEKDAY,13,Chinatown,Punggol,678
WEEKDAY,12,Clarke Quay,Chinatown,677
WEEKDAY,8,HarbourFront,Boon Keng,677
WEEKDAY,14,Dhoby Ghaut,Punggol,677
WEEKDAY,9,Potong Pasir,Serangoon,677
WEEKDAY,10,Kovan,Little India,676
WEEKDAY,17,Buangkok,Hougang,676
WEEKDAY,10,Sengkang,Potong Pasir,675
WEEKDAY,10,Potong Pasir,Little India,675
WEEKDAY,21,Outram Park,Serangoon,675
WEEKDAY,10,Chinatown,Little India,675
WEEKDAY,6,Punggol,Buangkok,675
WEEKDAY,20,HarbourFront,Buangkok,674
WEEKDAY,10,Farrer Park,Dhoby Ghaut,674
WEEKDAY,8,Little India,Clarke Quay,674
WEEKDAY,19,Clarke Quay,Potong Pasir,674
WEEKDAY,20,HarbourFront,Little India,674
WEEKDAY,10,Hougang,Potong Pasir,673
